Timestamp (ISO),CH0,CH1,CH2,CH3,CH4,CH5
2026-01-27 19:32:06.353-0800,2871,1719,1857,1964,1986,4095
2026-01-27 19:32:06.353-0800,3315,1725,1861,1969,1989,4095
2026-01-27 19:32:06.373-0800,3316,1724,1861,1968,1988,4095
2026-01-27 19:32:06.389-0800,2903,1723,1860,1968,1987,4095
2026-01-27 19:32:06.400-0800,3320,1724,1861,1968,1989,4095
2026-01-27 19:32:06.405-0800,2872,1723,1860,1969,1991,4095
2026-01-27 19:32:06.419-0800,3619,1725,1861,1968,1987,4095
2026-01-27 19:32:06.432-0800,3316,1723,1860,1967,1990,4095
2026-01-27 19:32:06.449-0800,2869,1724,1860,1969,1990,4095
2026-01-27 19:32:06.449-0800,3749,1724,1862,1969,1989,4095
2026-01-27 19:32:06.464-0800,2872,1724,1862,1968,1990,4095
2026-01-27 19:32:06.483-0800,3312,1724,1861,1968,1988,4095
2026-01-27 19:32:06.498-0800,3305,1723,1861,1969,1990,4095
2026-01-27 19:32:06.498-0800,2872,1724,1860,1968,1990,4095
2026-01-27 19:32:06.516-0800,3746,1725,1870,1968,1989,4095
2026-01-27 19:32:06.530-0800,3319,1723,1862,1968,1990,4095
2026-01-27 19:32:06.549-0800,2868,1725,1860,1968,1992,4095
2026-01-27 19:32:06.549-0800,3739,1723,1863,1970,1991,4094
2026-01-27 19:32:06.563-0800,2872,1724,1861,1969,1990,4095
2026-01-27 19:32:06.579-0800,3715,1725,1861,1968,1991,4095
2026-01-27 19:32:06.595-0800,3365,1724,1861,1967,1993,4095
2026-01-27 19:32:06.595-0800,2872,1719,1861,1969,1991,4095
2026-01-27 19:32:06.611-0800,3322,1723,1861,1968,1990,4095
2026-01-27 19:32:06.626-0800,3316,1724,1861,1967,1990,4095
2026-01-27 19:32:06.642-0800,2903,1724,1862,1968,1989,4095
2026-01-27 19:32:06.642-0800,3320,1724,1861,1969,1990,4095
2026-01-27 19:32:06.660-0800,2870,1723,1862,1967,1990,4095
2026-01-27 19:32:06.676-0800,3661,1725,1861,1968,1991,4095
2026-01-27 19:32:06.692-0800,3315,1725,1860,1967,1990,4095
2026-01-27 19:32:06.693-0800,2870,1725,1861,1951,1991,4095
2026-01-27 19:32:06.707-0800,3779,1723,1861,1969,1990,4095
2026-01-27 19:32:06.724-0800,2868,1722,1862,1968,1990,4090
2026-01-27 19:32:06.737-0800,3318,1724,1862,1968,1992,4095
2026-01-27 19:32:06.741-0800,3312,1723,1868,1969,1989,4095
2026-01-27 19:32:06.752-0800,2870,1723,1882,1968,1990,4095
2026-01-27 19:32:06.768-0800,3735,1725,1912,1968,1989,4095
2026-01-27 19:32:06.788-0800,3315,1725,1966,1967,1990,4095
2026-01-27 19:32:06.788-0800,2870,1725,2296,1968,1989,4095
2026-01-27 19:32:06.804-0800,3749,1724,2131,1969,1989,4095
2026-01-27 19:32:06.819-0800,2870,1727,2231,1969,1989,4095
2026-01-27 19:32:06.836-0800,3730,1726,2342,1969,1990,4095
2026-01-27 19:32:06.837-0800,3317,1727,2447,1968,1992,4095
2026-01-27 19:32:06.851-0800,2872,1727,2539,1968,1991,4095
2026-01-27 19:32:06.866-0800,3323,1728,2602,1968,1990,4095
2026-01-27 19:32:06.882-0800,3314,1729,2625,1968,1986,4095
2026-01-27 19:32:06.882-0800,2903,1729,2624,1968,1991,4095
2026-01-27 19:32:06.898-0800,3320,1729,2627,1969,1990,4095
